seed,class,precision,recall,f1-score,support
0,NonTor,0.9937888198757764,1.0,0.9968847352024921,160
0,Tor,1.0,0.99375,0.9968652037617556,160
0,Tor-SS,0.8620689655172413,0.9375,0.8982035928143712,160
0,Tor-Trojan,0.9602649006622517,0.90625,0.932475884244373,160
0,Tor-Vmess,0.9354838709677419,0.90625,0.9206349206349206,160
