seed,nontor_to_torfamily_ratio,macro_f1,accuracy,sample_count
0,0.25,0.9490128673315825,0.94875,800
0,0.5,0.9434358013120244,0.9520833333333333,480
0,1.0,0.9460776696731752,0.965625,320
0,2.0,0.9496790757381259,0.9791666666666666,240
0,4.0,1.0,1.0,200
0,8.0,0.9595959595959596,0.9944444444444445,180
