seed,nontor_to_torfamily_ratio,macro_f1,accuracy,sample_count
0,0.25,0.9288211391611079,0.92875,800
0,0.5,0.9261994193207963,0.9375,480
0,1.0,0.922372948101852,0.95,320
0,2.0,0.9065107734507245,0.9583333333333334,240
0,4.0,0.9296988552886919,0.98,200
0,8.0,0.9811912225705329,0.9944444444444445,180
