seed,nontor_to_torfamily_ratio,macro_f1,accuracy,sample_count
0,0.25,0.9525461073124106,0.9525,800
0,0.5,0.9576255882132843,0.9645833333333333,480
0,1.0,0.959776628069311,0.975,320
0,2.0,0.948974061169183,0.9791666666666666,240
0,4.0,0.9595959595959596,0.99,200
0,8.0,1.0,1.0,180
