stage,feature,jsd_score
Global five-class,Init_Win_bytes_backward,0.585252626494513
Global five-class,Average Packet Size,0.5556231515793963
Global five-class,Fwd Packet Length Std,0.5534951702261196
Global five-class,Down/Up Ratio,0.5467954235658345
Global five-class,Bwd Packet Length Std,0.4672217444648534
Global five-class,Fwd IAT Total,0.4658997294404875
Global five-class,Flow IAT Mean,0.4595857494146479
Global five-class,Fwd Packet Length Max,0.45944507767704684
Global five-class,Bwd Packet Length Max,0.4576916005815074
Global five-class,Fwd Packet Length Mean,0.45186416550985475
Global five-class,Avg Fwd Segment Size,0.45186416550985475
Global five-class,Flow Duration,0.45154151699027595
Global five-class,Fwd IAT Max,0.4497016771007932
Global five-class,Fwd IAT Mean,0.44969824915978307
Global five-class,Idle Max,0.44357010121610363
Global five-class,Bwd Packet Length Mean,0.44061880525946917
Global five-class,Avg Bwd Segment Size,0.44061880525946917
Global five-class,Fwd IAT Std,0.43775255936620017
Global five-class,Flow IAT Max,0.43387175673734807
Global five-class,Flow IAT Std,0.4311083195893758
Global five-class,FIN Flag Count,0.4252553024688431
Global five-class,Bwd IAT Max,0.4251807959329339
Global five-class,SYN Flag Count,0.41904947821517496
Global five-class,Idle Mean,0.39941892764919423
Global five-class,Bwd IAT Total,0.39844534677229926
Global five-class,Idle Min,0.3795791856800753
Global five-class,Bwd IAT Std,0.36926520322430645
Global five-class,server_latency,0.3548696125787794
Global five-class,Bwd IAT Mean,0.35387862068314974
Global five-class,Idle Std,0.34442660937900643
Global five-class,Active Max,0.32125797782222953
Global five-class,Bwd Packet Length Min,0.31905303841784977
Global five-class,Active Std,0.30699273560071794
Global five-class,Packet Length Variance,0.304249408869923
Global five-class,Flow Packets/s,0.27938981145915565
Global five-class,Active Mean,0.2781323008180262
Global five-class,Init_Win_bytes_forward,0.26747021701781215
Global five-class,RST Flag Count,0.2648608096856927
Global five-class,Bwd IAT Min,0.2573737359610845
Global five-class,Total Length of Fwd Packets,0.25311484872698353
Global five-class,Fwd IAT Min,0.24865365315009602
Global five-class,Flow IAT Min,0.228868308091385
