seed,nontor_to_torfamily_ratio,macro_f1,accuracy,sample_count
0,0.25,0.9377872086365221,0.9375,800
0,0.5,0.9426187685575871,0.9520833333333333,480
0,1.0,0.9452720326290557,0.965625,320
0,2.0,0.9599812382739212,0.9833333333333333,240
0,4.0,0.9587301587301587,0.99,200
0,8.0,1.0,1.0,180
