seed,class,precision,recall,f1-score,support
0,NonTor,1.0,0.9875,0.9937106918238994,160
0,Tor,0.975609756097561,1.0,0.9876543209876543,160
0,Tor-SS,0.8957055214723927,0.9125,0.9040247678018576,160
0,Tor-Trojan,0.9615384615384616,0.9375,0.9493670886075949,160
0,Tor-Vmess,0.9245283018867925,0.91875,0.9216300940438872,160
